text_id,prompt_id,genre,theme,model_family,model_name,provider,clean_word_count,clean_length_status,pca_1,pca_2,pca_explained_variance_1,pca_explained_variance_2
Claude_claude-haiku-4-5-20251001_ARG_020,ARG_020,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,213,valid,7.538076,3.295248,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_021,ARG_021,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,209,valid,11.021108,1.114719,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_022,ARG_022,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,196,valid,11.621426,-1.2646027,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_023,ARG_023,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,213,valid,8.768408,-6.3659477,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_024,ARG_024,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,201,valid,7.1666245,-2.0416517,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_025,ARG_025,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,202,valid,8.692298,-0.45810756,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_026,ARG_026,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,217,valid,7.705758,-3.4482977,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_027,ARG_027,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid,8.010449,-2.4504085,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_028,ARG_028,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,207,valid,7.265648,-4.7034574,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_029,ARG_029,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid,6.003963,-1.0373621,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_030,ARG_030,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid,7.4160733,-2.3424218,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_031,ARG_031,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid,4.456334,2.0369945,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_032,ARG_032,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,209,valid,4.383322,-2.1243148,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_033,ARG_033,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,216,valid,6.751483,1.4279038,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_034,ARG_034,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,211,valid,6.473167,4.2426195,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_035,ARG_035,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid,3.9677935,-1.6464554,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_036,ARG_036,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,207,valid,7.061798,4.1388464,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_037,ARG_037,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,211,valid,2.3124814,2.7443233,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_038,ARG_038,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid,2.4964008,-1.6514226,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_039,ARG_039,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,218,valid,3.249824,-0.8482646,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_040,ARG_040,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid,8.288507,5.1218033,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_041,ARG_041,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid,2.1092618,-3.8444097,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_042,ARG_042,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,212,valid,-0.64309007,-4.949648,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_043,ARG_043,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid,-0.95030034,-1.3787276,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_044,ARG_044,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,213,valid,0.27474284,-3.788495,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_045,ARG_045,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,216,valid,4.772687,-4.212843,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_046,ARG_046,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,204,valid,3.8410692,-1.5375203,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_047,ARG_047,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid,6.0446405,-2.1319103,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_048,ARG_048,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid,6.0900636,-4.876017,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_049,ARG_049,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid,1.9837189,-0.22576979,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_ARG_050,ARG_050,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,210,valid,2.7449243,0.003733202,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_001,DIA_001,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,206,valid,-0.75772744,10.583727,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_002,DIA_002,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,209,valid,2.7756464,6.7020903,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_003,DIA_003,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid,5.8056345,5.429884,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_004,DIA_004,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,211,valid,1.3789668,1.7148216,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_005,DIA_005,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,204,valid,-0.009324016,9.73859,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_006,DIA_006,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,202,valid,3.922665,9.310184,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_007,DIA_007,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,207,valid,-0.41717625,9.457402,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_008,DIA_008,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid,3.167351,9.372152,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_009,DIA_009,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,205,valid,3.9499557,0.75148094,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_010,DIA_010,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,208,valid,2.140295,6.2181983,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_011,DIA_011,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,195,valid,2.0999093,-3.7683322,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_012,DIA_012,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,199,valid,4.738608,-8.359003,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_013,DIA_013,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,216,valid,-0.6671178,-1.1190608,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_014,DIA_014,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid,4.9087286,-0.78062177,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_015,DIA_015,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,205,valid,2.801937,-0.5616346,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_016,DIA_016,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,206,valid,2.406997,-5.884084,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_017,DIA_017,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,212,valid,2.972269,-1.151889,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_018,DIA_018,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,210,valid,6.1017094,-3.2278051,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_019,DIA_019,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,217,valid,5.3134456,-0.09914154,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_020,DIA_020,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,210,valid,4.4101124,-3.6773355,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_021,DIA_021,Dialogue,business,Claude,claude-haiku-4-5-20251001,Anthropic,208,valid,6.072897,-0.8958039,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_022,DIA_022,Dialogue,business,Claude,claude-haiku-4-5-20251001,Anthropic,211,valid,4.393256,-4.749126,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_023,DIA_023,Dialogue,business,Claude,claude-haiku-4-5-20251001,Anthropic,192,valid,6.416198,-6.4478602,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_024,DIA_024,Dialogue,business,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid,4.773066,-4.6201043,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_025,DIA_025,Dialogue,business,Claude,claude-haiku-4-5-20251001,Anthropic,196,valid,7.104164,-2.517012,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_026,DIA_026,Dialogue,business,Claude,claude-haiku-4-5-20251001,Anthropic,193,valid,4.351969,-4.7731795,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_027,DIA_027,Dialogue,business,Claude,claude-haiku-4-5-20251001,Anthropic,206,valid,3.891143,-1.1050428,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_028,DIA_028,Dialogue,business,Claude,claude-haiku-4-5-20251001,Anthropic,203,valid,2.6632411,-5.2130837,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_029,DIA_029,Dialogue,business,Claude,claude-haiku-4-5-20251001,Anthropic,202,valid,4.9261146,-3.8187432,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_030,DIA_030,Dialogue,business,Claude,claude-haiku-4-5-20251001,Anthropic,207,valid,6.164867,-0.78009075,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_031,DIA_031,Dialogue,career,Claude,claude-haiku-4-5-20251001,Anthropic,213,valid,-2.7013268,-2.8756828,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_032,DIA_032,Dialogue,career,Claude,claude-haiku-4-5-20251001,Anthropic,203,valid,2.5714912,-2.0682948,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_033,DIA_033,Dialogue,career,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid,6.1206646,-2.5775194,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_034,DIA_034,Dialogue,career,Claude,claude-haiku-4-5-20251001,Anthropic,197,valid,3.0723708,-0.33782744,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_035,DIA_035,Dialogue,career,Claude,claude-haiku-4-5-20251001,Anthropic,201,valid,3.4902282,0.5285053,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_036,DIA_036,Dialogue,career,Claude,claude-haiku-4-5-20251001,Anthropic,207,valid,-2.3657959,-2.842994,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_037,DIA_037,Dialogue,career,Claude,claude-haiku-4-5-20251001,Anthropic,203,valid,4.0698547,-6.0929117,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_038,DIA_038,Dialogue,career,Claude,claude-haiku-4-5-20251001,Anthropic,210,valid,-1.9961067,-3.1498904,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_039,DIA_039,Dialogue,career,Claude,claude-haiku-4-5-20251001,Anthropic,209,valid,-1.0257868,-7.6545453,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_040,DIA_040,Dialogue,career,Claude,claude-haiku-4-5-20251001,Anthropic,208,valid,4.6400137,1.7408127,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_041,DIA_041,Dialogue,personal,Claude,claude-haiku-4-5-20251001,Anthropic,202,valid,-4.723811,-4.9067545,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_042,DIA_042,Dialogue,personal,Claude,claude-haiku-4-5-20251001,Anthropic,201,valid,-3.3020937,-4.7192388,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_043,DIA_043,Dialogue,personal,Claude,claude-haiku-4-5-20251001,Anthropic,201,valid,-2.7553918,-3.5902216,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_044,DIA_044,Dialogue,personal,Claude,claude-haiku-4-5-20251001,Anthropic,203,valid,0.24210215,-2.9361687,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_045,DIA_045,Dialogue,personal,Claude,claude-haiku-4-5-20251001,Anthropic,197,valid,-2.6024928,0.48640904,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_046,DIA_046,Dialogue,personal,Claude,claude-haiku-4-5-20251001,Anthropic,198,valid,-2.5729883,-3.9117234,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_047,DIA_047,Dialogue,personal,Claude,claude-haiku-4-5-20251001,Anthropic,206,valid,-1.3115734,-5.001773,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_048,DIA_048,Dialogue,personal,Claude,claude-haiku-4-5-20251001,Anthropic,205,valid,2.1391475,-4.5253787,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_049,DIA_049,Dialogue,personal,Claude,claude-haiku-4-5-20251001,Anthropic,198,valid,-1.1179903,-3.9340339,0.06157275,0.052539278
Claude_claude-haiku-4-5-20251001_DIA_050,DIA_050,Dialogue,personal,Claude,claude-haiku-4-5-20251001,Anthropic,186,valid,-1.3374643,-2.6801276,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_001,NAR_001,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid,-6.159082,6.7645926,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_002,NAR_002,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid,-5.72367,-0.48952755,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_003,NAR_003,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid,-6.4084053,5.0205345,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_004,NAR_004,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid,-5.107302,5.163973,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_005,NAR_005,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,211,valid,-5.645758,4.7805886,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_006,NAR_006,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid,-4.484833,5.3194394,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_007,NAR_007,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid,-9.424392,6.40418,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_008,NAR_008,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid,-3.2836132,1.5948089,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_009,NAR_009,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid,-4.141016,3.2463562,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_010,NAR_010,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid,-6.892148,8.477931,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_011,NAR_011,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,216,valid,-5.985638,-3.0681555,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_012,NAR_012,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid,-6.6328635,-3.9193149,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_013,NAR_013,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid,1.3784981,-5.534636,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_014,NAR_014,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid,-7.1300416,1.1577137,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_015,NAR_015,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid,-6.1658397,-0.30217552,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_016,NAR_016,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid,-0.99747443,-2.607176,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_017,NAR_017,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid,-1.6838341,-1.974717,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_018,NAR_018,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,216,valid,-1.4040484,-1.42785,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_019,NAR_019,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid,-6.1065392,0.6575956,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_020,NAR_020,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid,-1.5391027,-1.2989028,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_021,NAR_021,Narrative,business,DeepSeek,deepseek-chat,DeepSeek,204,valid,-0.07141804,0.7368374,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_022,NAR_022,Narrative,business,DeepSeek,deepseek-chat,DeepSeek,220,valid,-8.567749,-3.935658,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_023,NAR_023,Narrative,business,DeepSeek,deepseek-chat,DeepSeek,220,valid,-4.7307973,-4.5888953,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_024,NAR_024,Narrative,business,DeepSeek,deepseek-chat,DeepSeek,219,valid,-0.5788345,-2.312967,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_025,NAR_025,Narrative,business,DeepSeek,deepseek-chat,DeepSeek,220,valid,0.02791679,1.862479,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_026,NAR_026,Narrative,business,DeepSeek,deepseek-chat,DeepSeek,208,valid,-5.662148,-0.10363063,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_027,NAR_027,Narrative,business,DeepSeek,deepseek-chat,DeepSeek,220,valid,-2.4565065,-2.3979185,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_028,NAR_028,Narrative,business,DeepSeek,deepseek-chat,DeepSeek,220,valid,-0.18968593,1.3399763,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_029,NAR_029,Narrative,business,DeepSeek,deepseek-chat,DeepSeek,218,valid,-3.3399642,-1.0386776,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_030,NAR_030,Narrative,business,DeepSeek,deepseek-chat,DeepSeek,220,valid,-5.9645767,-3.2862706,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_031,NAR_031,Narrative,career,DeepSeek,deepseek-chat,DeepSeek,220,valid,-5.2267666,-0.21002594,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_032,NAR_032,Narrative,career,DeepSeek,deepseek-chat,DeepSeek,219,valid,-4.975981,-2.3486838,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_033,NAR_033,Narrative,career,DeepSeek,deepseek-chat,DeepSeek,220,valid,-4.6020894,-0.4315008,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_034,NAR_034,Narrative,career,DeepSeek,deepseek-chat,DeepSeek,220,valid,-6.0831056,1.0701401,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_035,NAR_035,Narrative,career,DeepSeek,deepseek-chat,DeepSeek,220,valid,-0.91505134,-1.4362488,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_036,NAR_036,Narrative,career,DeepSeek,deepseek-chat,DeepSeek,220,valid,-0.6466511,3.8146863,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_037,NAR_037,Narrative,career,DeepSeek,deepseek-chat,DeepSeek,220,valid,-2.6353676,-3.1407013,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_038,NAR_038,Narrative,career,DeepSeek,deepseek-chat,DeepSeek,220,valid,-7.4085646,0.36166835,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_039,NAR_039,Narrative,career,DeepSeek,deepseek-chat,DeepSeek,220,valid,-2.7564075,-2.435896,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_040,NAR_040,Narrative,career,DeepSeek,deepseek-chat,DeepSeek,220,valid,-3.9163117,0.9716919,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_041,NAR_041,Narrative,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid,-9.641297,-3.4408045,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_042,NAR_042,Narrative,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid,-9.753743,-1.8749549,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_043,NAR_043,Narrative,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid,-8.072687,-1.3038718,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_044,NAR_044,Narrative,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid,-6.890572,-2.9573581,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_045,NAR_045,Narrative,personal,DeepSeek,deepseek-chat,DeepSeek,217,valid,-4.630989,-2.6052039,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_046,NAR_046,Narrative,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid,-7.8932786,-1.180945,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_047,NAR_047,Narrative,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid,-8.814718,-3.5925488,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_048,NAR_048,Narrative,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid,-8.970589,-3.4571204,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_049,NAR_049,Narrative,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid,-4.0631523,-5.191902,0.06157275,0.052539278
DeepSeek_deepseek-chat_NAR_050,NAR_050,Narrative,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid,-8.809243,1.9987038,0.06157275,0.052539278
DeepSeek_deepseek-chat_DES_001,DES_001,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,222,too_long,-6.849597,5.4514337,0.06157275,0.052539278
DeepSeek_deepseek-chat_DES_002,DES_002,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,209,valid,-4.0864964,6.92732,0.06157275,0.052539278
DeepSeek_deepseek-chat_DES_003,DES_003,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,200,valid,-6.2486806,5.201802,0.06157275,0.052539278
DeepSeek_deepseek-chat_DES_004,DES_004,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid,-7.969676,2.9165075,0.06157275,0.052539278
DeepSeek_deepseek-chat_DES_005,DES_005,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,223,too_long,1.6942308,6.0331087,0.06157275,0.052539278
DeepSeek_deepseek-chat_DES_006,DES_006,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,205,valid,-1.9986277,10.790683,0.06157275,0.052539278
DeepSeek_deepseek-chat_DES_007,DES_007,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,218,valid,-0.94651675,9.061925,0.06157275,0.052539278
DeepSeek_deepseek-chat_DES_008,DES_008,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid,-0.9965544,8.696336,0.06157275,0.052539278
DeepSeek_deepseek-chat_DES_009,DES_009,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid,-6.1734343,4.691573,0.06157275,0.052539278
DeepSeek_deepseek-chat_DES_010,DES_010,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid,-4.9788585,2.8095565,0.06157275,0.052539278
DeepSeek_deepseek-chat_DES_011,DES_011,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid,-2.992952,-3.9346838,0.06157275,0.052539278
DeepSeek_deepseek-chat_DES_012,DES_012,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,217,valid,-7.806147,-3.1154134,0.06157275,0.052539278
DeepSeek_deepseek-chat_DES_013,DES_013,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid,0.44592172,-3.208695,0.06157275,0.052539278
DeepSeek_deepseek-chat_DES_014,DES_014,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,217,valid,1.3090397,0.14999887,0.06157275,0.052539278
DeepSeek_deepseek-chat_DES_015,DES_015,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,213,valid,0.6578242,-1.4065053,0.06157275,0.052539278
DeepSeek_deepseek-chat_DES_016,DES_016,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid,-4.0756865,2.9437032,0.06157275,0.052539278
DeepSeek_deepseek-chat_DES_017,DES_017,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid,-1.3591584,-0.44377917,0.06157275,0.052539278
DeepSeek_deepseek-chat_DES_018,DES_018,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,198,valid,-2.7533598,-1.6202531,0.06157275,0.052539278
DeepSeek_deepseek-chat_DES_019,DES_019,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,218,valid,2.0406203,-2.5685349,0.06157275,0.052539278
DeepSeek_deepseek-chat_DES_020,DES_020,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid,-0.80951774,-0.0957935,0.06157275,0.052539278
DeepSeek_deepseek-chat_DES_021,DES_021,Descriptive,business,DeepSeek,deepseek-chat,DeepSeek,220,valid,0.41852146,-2.680104,0.06157275,0.052539278
DeepSeek_deepseek-chat_DES_022,DES_022,Descriptive,business,DeepSeek,deepseek-chat,DeepSeek,220,valid,-1.8157073,-5.4386272,0.06157275,0.052539278
DeepSeek_deepseek-chat_DES_023,DES_023,Descriptive,business,DeepSeek,deepseek-chat,DeepSeek,220,valid,-0.45503557,-2.5841188,0.06157275,0.052539278
